   0	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
   1	4.85775598531982e-13	3.79566555890487e-13	3.85202842585017e-13	1.33773875890945e-12
   2	1.25189105324970e-20	3.69574592140344e-21	6.11806655518500e-21	2.76690086376757e-20
   3	4.27129510505788e-14	3.00677023183163e-14	3.41641169700417e-14	7.11875390174356e-14
   4	8.85154184194722e-13	8.19546027338400e-13	7.85344420428393e-13	1.52967531287174e-12
   5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
   6	3.93490523599162e-12	1.44136176519689e-12	2.20634975357994e-12	1.06033845731483e-11
   7	1.32138384784450e-14	1.19001049170430e-14	1.26605520399615e-14	1.25774513213421e-14
   8	1.30555340871125e-17	9.60485159922177e-18	1.09451048132533e-17	1.75333403261041e-17
   9	3.09383345895936e-09	2.27606443840581e-09	2.59371110692462e-09	4.15353583543813e-09
  10	1.77062572606779e-09	2.68329429542380e-09	2.43583387780922e-09	8.32125268726859e-10
  11	5.28552748935815e-11	2.25152804554409e-11	5.42167877415290e-11	1.93405264901137e-11
  12	8.82890921259963e-10	2.40948538492042e-10	8.65616426110008e-10	2.93540005541584e-10
  13	1.32296194531733e-09	4.19100988516659e-10	1.23452555150140e-09	4.66783060285727e-10
  14	1.78382454448093e-07	2.79611976538415e-07	2.53995584358469e-07	8.36044564569897e-08
  15	7.07456011517116e-06	7.99105549249237e-06	7.93488529915881e-06	4.89605132222580e-06
  16	1.86771331404557e-05	1.77317054771814e-05	1.82712108640951e-05	1.90120969363095e-05
  17	2.32669539117405e-07	3.28702640376631e-07	2.76127522331596e-07	2.35868913208025e-07
  18	2.26726378622518e-06	1.95358254051514e-06	2.30231217284898e-06	1.52228141132197e-06
  19	1.13901262767814e-05	9.29162999136055e-06	1.04197214702263e-05	1.22015147812448e-05
  20	2.27585145552951e-06	2.32483556141848e-06	2.46478860829085e-06	2.14407894369151e-06
  21	2.29110698788837e-06	3.17189611006614e-06	2.46841283200153e-06	2.39541033120634e-06
  22	5.98968192062531e-08	8.79815949945044e-08	6.61061102548591e-08	6.09048909567103e-08
  23	2.76925576514996e-06	2.25348789185603e-06	2.45599421259613e-06	3.02037411458871e-06
  24	2.57925370904606e-07	1.74351088664884e-07	2.05006874176584e-07	4.41698730909576e-07
  25	1.09053968317744e-06	9.04205032439994e-07	9.61616059389248e-07	1.53470013322228e-06
  26	4.45647224763989e-07	5.42295006350482e-07	4.19323083317290e-07	6.66526356418407e-07
  27	2.46801564413904e-07	3.32799178010272e-07	2.60899565366791e-07	3.04925572042426e-07
  28	8.55282941629118e-08	1.21742606907832e-07	9.75482912156276e-08	8.55330240295473e-08
  29	5.05645494591233e-08	7.09206648380227e-08	5.21660264384071e-08	7.55362550313458e-08
  30	1.34678157761505e-07	2.18730932511193e-07	1.41670431678361e-07	2.07801440992658e-07
  31	3.07779693564414e-08	5.06263968690338e-08	3.51468287688639e-08	2.81614409890638e-08
  32	2.66611561622686e-08	3.55817950494689e-08	2.42543219416928e-08	3.91308187188012e-08
  33	3.01604749101341e-08	3.76124560639913e-08	2.64473881265907e-08	4.52342351972201e-08
  34	1.34710354265085e-07	1.44015342850321e-07	1.25765786536647e-07	1.77522042814442e-07
  35	7.53193094615840e-09	7.22617000372108e-09	7.32115527520156e-09	6.73277993223550e-09
  36	7.84816750342678e-08	6.59544894191959e-08	6.52532146185346e-08	9.27574216873461e-08
  37	2.43680029194144e-08	1.59779499718010e-08	1.99216571217710e-08	1.88253798142533e-08
  38	5.52954657090802e-09	4.46004104853878e-09	4.30624851348012e-09	5.95838458457941e-09
  39	6.77456706812050e-10	1.97802180167451e-08	5.87390470694928e-10	1.06707740701391e-08
  40	1.02796450180466e-09	8.13432343128731e-10	8.14422909707399e-10	3.22796563579046e-08
  41	3.07179277384980e-09	6.85041513891558e-09	2.44618241558506e-09	1.08443861085296e-07
  42	3.30618492979041e-09	2.82877342457065e-09	2.40733958272585e-09	7.65433367484618e-08
  43	9.02664867060903e-09	5.70254874559647e-09	6.38143701200029e-09	8.81728435951759e-08
  44	4.26177084581424e-08	7.35948652827156e-08	3.16498193587527e-08	4.45664440523090e-07
  45	1.67203068285296e-08	2.55728601150123e-07	1.35681643814630e-08	1.16658021899889e-06
  46	4.28764659355211e-08	3.22100830851931e-08	3.09163058651053e-08	1.20593276388007e-07
  47	2.21492953174556e-07	7.93117978627049e-08	1.57924579568509e-07	2.40200257806792e-07
  48	2.72235291436317e-07	5.21668159824478e-07	2.22296649206279e-07	8.16090284542056e-07
  49	3.38829541297653e-08	7.08982777446880e-08	3.01181758066745e-08	2.54040853601599e-07
  50	1.93444162380946e-07	7.75011892886376e-08	1.52583885882234e-07	1.10688134218482e-07
  51	1.05717846532402e-06	3.72698599029650e-07	1.02035965534156e-06	5.07545114645132e-07
  52	4.74596691398678e-08	1.43569629758283e-07	5.02250177522319e-08	3.57788243519376e-07
  53	2.22416866024781e-09	2.99282751673225e-09	2.03406865202405e-09	1.36155007706206e-07
  54	8.52512004227193e-08	7.19970844206150e-09	8.40831410771050e-08	1.24449851840247e-07
  55	6.30172990950192e-09	4.89194048508451e-10	7.59856283630752e-09	1.72616931355229e-08
  56	6.86421386336678e-10	7.04523164007427e-09	9.38967555316056e-10	8.03612518490792e-08
  57	2.53217945183235e-08	2.36462300247438e-10	2.62767933020846e-08	8.59033255732034e-09
